ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender,Married,Dependents,Education,Self_Employed,Property_Area,Loan_Status
4608,0.0,138,180,1,Female,Yes,2,Graduate,No,Urban,Y
4415,0.0,149,360,1,Female,Yes,2,Graduate,Yes,Semiurban,Y
5465,6128.0,254,360,1,Female,Yes,2,Graduate,Yes,Urban,Y
6424,0.0,132,360,1,Male,Yes,2,Graduate,Yes,Rural,Y
7378,1765.0,84,360,1,Male,No,0,Not Graduate,No,Semiurban,Y
3231,0.0,111,360,1,Female,Yes,0,Graduate,No,Rural,Y
5026,2643.0,135,360,0,Female,No,0,Graduate,Yes,Urban,Y
3341,1689.0,150,180,1,Female,Yes,0,Not Graduate,Yes,Semiurban,Y
6019,5244.0,134,180,1,Male,Yes,1,Graduate,No,Urban,Y
5981,1314.0,164,360,1,Male,Yes,0,Graduate,Yes,Urban,Y
5789,0.0,126,360,1,Male,Yes,2,Graduate,Yes,Urban,Y
5455,2251.0,199,180,1,Male,No,0,Not Graduate,No,Semiurban,Y
5062,3329.0,249,360,0,Male,Yes,0,Graduate,No,Semiurban,N
5799,0.0,115,360,1,Female,Yes,0,Graduate,Yes,Semiurban,Y
7453,2245.0,151,360,0,Male,No,2,Graduate,No,Rural,N
5202,0.0,127,360,0,Female,Yes,3+,Graduate,No,Urban,N
3909,0.0,211,360,0,Female,Yes,0,Graduate,No,Semiurban,N
6690,3431.0,114,240,1,Male,Yes,0,Graduate,No,Urban,Y
8162,1758.0,206,360,1,Male,No,0,Graduate,Yes,Urban,Y
3847,2597.0,147,360,1,Male,Yes,2,Graduate,No,Semiurban,Y
3657,0.0,309,360,0,Male,No,0,Graduate,Yes,Urban,N
3804,3583.0,207,480,1,Male,Yes,0,Graduate,No,Rural,Y
5767,0.0,261,360,1,Male,Yes,0,Graduate,No,Urban,Y
11393,0.0,263,240,1,Male,Yes,2,Graduate,No,Urban,Y
10583,0.0,133,360,1,Male,Yes,2,Graduate,No,Semiurban,Y
6699,3002.0,185,360,1,Female,Yes,2,Graduate,No,Urban,Y
3774,0.0,244,180,1,Male,Yes,0,Graduate,No,Semiurban,N
10530,3655.0,202,180,1,Male,Yes,0,Graduate,No,Semiurban,Y
10778,0.0,72,180,1,Male,No,1,Not Graduate,No,Semiurban,Y
4348,1372.0,99,360,1,Male,Yes,0,Graduate,Yes,Rural,Y
6049,4189.0,129,240,1,Male,Yes,0,Not Graduate,No,Urban,Y
8144,0.0,94,360,1,Male,Yes,2,Not Graduate,No,Semiurban,Y
9917,0.0,317,360,1,Female,Yes,2,Graduate,No,Urban,Y
5706,0.0,310,360,0,Male,No,0,Not Graduate,No,Urban,N
8492,3412.0,117,360,1,Male,Yes,0,Graduate,Yes,Rural,Y
6962,1802.0,168,360,1,Female,Yes,1,Not Graduate,No,Semiurban,Y
6808,1889.0,117,360,0,Male,No,2,Not Graduate,No,Rural,N
6559,2988.0,192,480,1,Male,Yes,0,Graduate,No,Semiurban,Y
11638,3175.0,132,360,1,Female,Yes,2,Graduate,No,Semiurban,Y
6187,0.0,140,360,1,Male,Yes,0,Graduate,No,Rural,Y
7321,0.0,331,180,1,Female,Yes,1,Not Graduate,No,Semiurban,Y
11669,0.0,188,360,1,Female,No,1,Graduate,No,Semiurban,Y
7536,2120.0,241,360,1,Male,No,0,Graduate,No,Rural,Y
4928,2994.0,218,360,1,Male,Yes,1,Graduate,No,Rural,Y
5930,2382.0,181,360,1,Male,Yes,2,Graduate,No,Urban,Y
4490,0.0,116,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
5891,0.0,69,180,0,Female,Yes,2,Graduate,No,Urban,N
5709,0.0,152,360,1,Male,Yes,0,Graduate,No,Urban,Y
5231,0.0,135,180,1,Female,No,1,Graduate,No,Urban,Y
6562,0.0,95,240,1,Female,Yes,0,Graduate,No,Semiurban,Y
3415,1576.0,170,360,1,Female,No,2,Graduate,No,Rural,Y
12831,0.0,118,180,1,Female,No,0,Graduate,No,Semiurban,Y
5753,1926.0,317,360,1,Female,No,0,Graduate,No,Urban,Y
6058,0.0,161,360,1,Male,Yes,2,Graduate,No,Urban,Y
10449,3018.0,77,180,1,Female,Yes,1,Graduate,No,Semiurban,Y
7493,1561.0,194,360,1,Male,Yes,0,Graduate,No,Rural,Y
5184,0.0,199,360,1,Male,No,2,Graduate,No,Urban,Y
5449,1531.0,268,360,1,Male,No,2,Graduate,No,Semiurban,Y
9158,6835.0,171,180,1,Female,Yes,0,Graduate,No,Rural,Y
9708,2554.0,214,360,1,Female,Yes,1,Graduate,No,Urban,Y
4982,4099.0,162,360,1,Male,Yes,0,Graduate,No,Urban,Y
10339,0.0,129,180,1,Male,No,1,Not Graduate,No,Urban,Y
3499,1607.0,233,360,1,Male,Yes,2,Graduate,No,Semiurban,Y
10952,1634.0,103,360,1,Male,Yes,1,Not Graduate,No,Urban,Y
7010,3410.0,215,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
10280,0.0,114,360,1,Male,Yes,1,Not Graduate,Yes,Rural,Y
7816,2673.0,269,360,1,Male,No,0,Graduate,No,Rural,Y
5097,3871.0,132,360,1,Female,Yes,0,Graduate,No,Urban,Y
5866,3287.0,138,360,0,Female,Yes,0,Graduate,No,Semiurban,Y
5167,4510.0,99,360,1,Male,No,0,Graduate,No,Urban,Y
4636,1388.0,161,360,1,Female,Yes,0,Graduate,No,Semiurban,Y
7360,0.0,162,360,1,Male,Yes,2,Graduate,No,Semiurban,Y
3196,2728.0,354,240,1,Female,Yes,1,Graduate,No,Urban,Y
5728,0.0,242,180,1,Male,No,3+,Graduate,No,Rural,N
6330,0.0,125,360,1,Female,Yes,3+,Graduate,No,Semiurban,Y
3237,0.0,179,360,1,Female,Yes,0,Graduate,No,Urban,Y
6938,1228.0,147,360,1,Female,Yes,2,Not Graduate,Yes,Rural,Y
7805,0.0,122,240,1,Female,No,0,Graduate,No,Urban,Y
7334,0.0,129,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
7290,3085.0,138,240,1,Male,No,0,Graduate,No,Urban,Y
6394,4135.0,163,360,1,Female,Yes,0,Not Graduate,No,Urban,Y
4186,0.0,138,360,1,Female,No,1,Graduate,No,Semiurban,Y
11282,1526.0,73,240,1,Male,Yes,1,Graduate,No,Urban,Y
2493,3311.0,151,360,1,Male,No,0,Graduate,No,Urban,Y
5666,0.0,161,360,1,Female,No,1,Graduate,No,Semiurban,Y
5087,0.0,222,360,1,Female,Yes,1,Graduate,No,Urban,Y
6325,0.0,114,360,1,Male,Yes,1,Graduate,No,Urban,Y
4548,0.0,191,360,0,Male,Yes,2,Graduate,No,Semiurban,N
9376,0.0,337,120,1,Male,Yes,1,Not Graduate,No,Semiurban,Y
3474,1894.0,129,360,1,Female,Yes,0,Graduate,No,Rural,Y
4849,2749.0,162,360,1,Male,Yes,0,Graduate,No,Urban,Y
5566,3315.0,303,180,1,Male,No,0,Graduate,No,Rural,Y
7370,2185.0,159,360,1,Male,Yes,1,Graduate,No,Urban,Y
7385,4032.0,101,360,1,Female,Yes,1,Graduate,No,Semiurban,Y
8768,0.0,154,360,1,Male,No,1,Graduate,No,Urban,Y
8241,2217.0,295,360,1,Male,Yes,0,Graduate,Yes,Semiurban,Y
5702,4297.0,309,180,1,Female,No,3+,Graduate,No,Rural,Y
8522,2170.0,228,360,1,Female,Yes,1,Graduate,No,Urban,Y
5728,0.0,200,360,1,Female,No,0,Graduate,Yes,Urban,Y
3398,0.0,141,240,0,Male,No,0,Graduate,No,Rural,N
3507,3192.0,147,360,1,Male,Yes,1,Graduate,No,Urban,Y
5500,3118.0,115,360,1,Male,Yes,1,Graduate,Yes,Urban,Y
4076,3506.0,110,360,1,Male,Yes,0,Not Graduate,No,Rural,Y
5874,5062.0,207,180,0,Male,No,0,Graduate,Yes,Urban,N
8345,0.0,146,360,1,Male,Yes,3+,Graduate,Yes,Rural,Y
5297,0.0,205,360,1,Female,No,0,Graduate,No,Rural,Y
3054,0.0,95,180,0,Female,No,2,Graduate,Yes,Semiurban,N
7566,1485.0,133,360,0,Male,No,0,Graduate,No,Urban,N
5088,0.0,90,360,0,Male,No,0,Not Graduate,No,Urban,Y
5564,0.0,275,360,1,Female,No,0,Graduate,No,Urban,Y
14556,0.0,211,360,1,Male,Yes,0,Not Graduate,No,Rural,Y
8773,0.0,160,360,1,Male,Yes,1,Graduate,No,Rural,Y
9692,0.0,260,360,0,Male,Yes,0,Not Graduate,No,Urban,N
5349,0.0,115,360,1,Male,Yes,1,Graduate,No,Semiurban,Y
13038,2054.0,261,360,1,Female,Yes,1,Graduate,Yes,Semiurban,Y
4349,0.0,68,360,0,Female,Yes,0,Graduate,No,Urban,N
3416,4155.0,183,360,1,Male,No,0,Not Graduate,No,Urban,Y
14128,2423.0,95,360,0,Female,No,0,Graduate,No,Urban,N
3071,3144.0,172,360,1,Male,No,3+,Graduate,Yes,Semiurban,Y
5099,2503.0,138,240,1,Male,No,0,Graduate,No,Urban,Y
7616,0.0,151,180,0,Female,No,0,Graduate,Yes,Rural,N
5376,2415.0,272,240,1,Female,Yes,2,Graduate,Yes,Urban,Y
4728,0.0,257,360,1,Male,Yes,1,Graduate,No,Semiurban,Y
6190,0.0,254,360,0,Male,Yes,0,Not Graduate,Yes,Urban,N
6035,1577.0,295,360,1,Male,No,1,Graduate,No,Urban,Y
6484,2032.0,154,360,1,Male,No,2,Graduate,No,Urban,Y
10096,1884.0,160,360,1,Male,No,1,Graduate,No,Urban,Y
7800,3953.0,146,360,1,Male,No,2,Graduate,No,Rural,Y
5634,0.0,164,360,1,Female,No,0,Graduate,Yes,Rural,Y
6832,4660.0,365,360,1,Female,No,0,Graduate,No,Urban,Y
2322,1881.0,203,360,1,Male,No,1,Graduate,No,Urban,Y
5790,0.0,119,360,1,Male,No,0,Graduate,No,Semiurban,Y
7061,1528.0,93,360,1,Female,No,2,Graduate,No,Rural,Y
4553,1845.0,87,360,0,Female,Yes,0,Graduate,No,Rural,N
5162,0.0,98,360,0,Male,Yes,0,Graduate,No,Rural,Y
8793,0.0,170,360,1,Female,Yes,0,Graduate,No,Rural,Y
4053,0.0,114,360,1,Female,No,0,Graduate,No,Rural,Y
8896,3074.0,174,360,0,Male,Yes,0,Graduate,Yes,Urban,Y
11699,1328.0,101,360,1,Female,Yes,0,Graduate,No,Urban,Y
5218,4521.0,166,360,1,Male,Yes,0,Not Graduate,No,Semiurban,Y
4074,4791.0,108,180,1,Male,No,0,Not Graduate,No,Urban,Y
4640,2918.0,115,360,1,Male,Yes,0,Graduate,No,Urban,Y
11315,4666.0,159,240,0,Male,Yes,2,Not Graduate,No,Rural,N
3992,0.0,130,360,0,Female,No,0,Graduate,No,Semiurban,N
4078,0.0,213,180,1,Female,Yes,0,Not Graduate,Yes,Urban,Y
3057,3930.0,211,240,1,Male,No,0,Graduate,Yes,Urban,Y
5122,1794.0,167,240,0,Male,No,1,Graduate,Yes,Rural,N
6570,0.0,253,360,1,Female,Yes,2,Graduate,No,Semiurban,Y
10622,0.0,114,360,1,Male,Yes,1,Graduate,No,Semiurban,Y
5302,2131.0,107,360,1,Male,No,2,Graduate,No,Rural,Y
7516,1783.0,90,360,1,Male,No,0,Graduate,No,Semiurban,Y
4675,0.0,172,180,1,Male,Yes,2,Graduate,No,Semiurban,Y
3823,3364.0,98,180,0,Female,No,1,Graduate,No,Urban,Y
9961,0.0,135,180,1,Male,No,0,Graduate,No,Semiurban,Y
6493,0.0,120,360,1,Male,No,2,Graduate,No,Semiurban,Y
7788,0.0,93,360,1,Male,Yes,1,Graduate,No,Urban,Y
6413,2482.0,137,360,1,Male,Yes,0,Not Graduate,No,Semiurban,Y
3374,0.0,124,360,1,Female,Yes,1,Not Graduate,Yes,Semiurban,Y
8769,1796.0,144,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
4570,2549.0,170,360,1,Male,No,0,Graduate,No,Semiurban,Y
7343,3245.0,307,180,1,Male,Yes,2,Not Graduate,No,Semiurban,Y
3895,2471.0,122,180,1,Male,Yes,2,Graduate,No,Semiurban,Y
3993,0.0,192,360,1,Male,Yes,2,Graduate,No,Urban,Y
4704,6160.0,106,360,0,Female,Yes,1,Graduate,No,Rural,N
4269,2317.0,285,360,1,Female,Yes,0,Graduate,No,Semiurban,Y
3768,0.0,147,360,1,Female,No,0,Graduate,No,Semiurban,Y
13952,0.0,252,360,1,Male,No,0,Graduate,No,Semiurban,Y
6090,1904.0,177,360,0,Female,Yes,2,Graduate,No,Urban,Y
3251,0.0,190,360,1,Female,Yes,0,Graduate,No,Urban,Y
3835,2143.0,66,120,0,Male,No,0,Not Graduate,No,Semiurban,N
4373,3037.0,265,360,1,Female,No,1,Graduate,No,Rural,Y
4974,0.0,208,480,1,Male,No,2,Graduate,No,Urban,Y
8030,1551.0,377,360,1,Female,Yes,0,Graduate,No,Semiurban,Y
6571,2765.0,164,360,1,Female,Yes,0,Graduate,No,Urban,Y
6025,0.0,233,480,0,Male,No,0,Graduate,No,Rural,N
3457,0.0,220,360,1,Female,Yes,2,Graduate,No,Urban,Y
7454,2790.0,214,360,1,Female,Yes,2,Not Graduate,Yes,Urban,Y
3390,0.0,208,360,1,Female,Yes,1,Graduate,No,Urban,Y
5551,3338.0,114,180,1,Male,Yes,1,Graduate,Yes,Urban,Y
6757,1650.0,160,240,1,Male,Yes,0,Graduate,No,Urban,Y
6855,1592.0,113,360,1,Male,Yes,0,Not Graduate,No,Urban,Y
6390,3660.0,174,180,1,Female,Yes,1,Graduate,No,Urban,Y
6503,2857.0,184,240,1,Male,No,1,Graduate,No,Semiurban,Y
6285,1583.0,101,360,1,Female,No,1,Graduate,No,Rural,Y
3621,4975.0,117,360,1,Female,Yes,2,Graduate,Yes,Semiurban,Y
3562,0.0,141,480,0,Male,No,1,Graduate,No,Rural,N
8389,1195.0,113,360,1,Male,Yes,0,Not Graduate,No,Urban,Y
8442,2620.0,120,360,1,Male,No,3+,Graduate,No,Urban,Y
3975,1906.0,182,360,1,Male,No,0,Graduate,No,Urban,Y
6432,3985.0,144,360,1,Female,Yes,0,Graduate,No,Semiurban,Y
6973,0.0,213,180,1,Male,Yes,1,Not Graduate,No,Semiurban,Y
6028,0.0,143,360,1,Male,No,0,Graduate,No,Urban,Y
8919,0.0,190,360,1,Male,Yes,0,Graduate,No,Rural,Y
5034,0.0,120,360,1,Male,No,1,Graduate,No,Urban,Y
5205,0.0,141,360,1,Female,No,0,Graduate,No,Semiurban,Y
8962,0.0,173,360,1,Male,Yes,0,Graduate,No,Rural,Y
3654,2360.0,159,360,1,Male,No,1,Not Graduate,No,Urban,Y
8249,1732.0,91,360,1,Female,No,2,Graduate,No,Semiurban,Y
10831,0.0,62,360,1,Female,No,1,Graduate,No,Semiurban,Y
7380,1478.0,151,360,1,Male,No,1,Not Graduate,No,Urban,Y
5844,1972.0,205,180,1,Female,Yes,2,Not Graduate,No,Semiurban,Y
3704,0.0,160,360,1,Female,Yes,0,Graduate,No,Rural,Y
6418,0.0,101,360,1,Male,No,1,Not Graduate,No,Semiurban,Y
4506,0.0,222,180,1,Female,Yes,0,Graduate,Yes,Rural,Y
5355,2242.0,79,360,1,Male,Yes,1,Graduate,No,Urban,Y
6928,2518.0,189,360,1,Female,Yes,0,Graduate,No,Rural,Y
4288,0.0,115,180,0,Female,Yes,2,Not Graduate,No,Semiurban,N
3887,2639.0,168,360,0,Female,No,2,Graduate,No,Semiurban,N
4857,1933.0,93,360,1,Male,No,2,Graduate,Yes,Rural,Y
10288,0.0,165,360,1,Female,No,0,Graduate,No,Semiurban,Y
6985,2671.0,281,480,1,Male,Yes,3+,Graduate,No,Semiurban,Y
4483,3080.0,142,180,1,Male,Yes,1,Not Graduate,Yes,Semiurban,Y
4655,1232.0,157,360,1,Male,No,0,Graduate,No,Semiurban,Y
9469,4248.0,182,360,1,Male,Yes,1,Graduate,No,Rural,Y
3553,0.0,146,360,1,Female,Yes,0,Graduate,No,Urban,Y
10193,5256.0,265,360,1,Female,Yes,0,Graduate,No,Semiurban,Y
4233,0.0,94,360,1,Male,No,0,Not Graduate,No,Urban,Y
10007,3587.0,160,360,1,Male,Yes,0,Graduate,Yes,Urban,Y
8365,0.0,189,180,1,Male,No,0,Graduate,Yes,Rural,Y
4056,0.0,183,240,1,Female,Yes,2,Graduate,No,Semiurban,Y
7825,2005.0,128,360,1,Female,No,0,Graduate,Yes,Urban,Y
3304,0.0,249,360,1,Male,No,0,Graduate,No,Rural,N
9072,5051.0,218,360,1,Male,Yes,0,Graduate,No,Urban,Y
4024,0.0,110,360,1,Male,Yes,3+,Graduate,No,Semiurban,Y
9081,4708.0,252,360,1,Male,Yes,1,Graduate,No,Semiurban,Y
3624,1602.0,99,360,1,Male,Yes,1,Graduate,No,Semiurban,Y
4114,3671.0,150,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
11332,0.0,208,360,1,Male,Yes,0,Not Graduate,No,Urban,Y
7291,0.0,108,360,0,Male,Yes,1,Graduate,No,Semiurban,Y
4252,0.0,225,360,1,Female,Yes,2,Graduate,Yes,Rural,Y
6681,2044.0,143,360,1,Female,Yes,0,Not Graduate,No,Urban,Y
6620,2304.0,199,180,1,Female,Yes,1,Graduate,No,Urban,Y
5466,1616.0,239,360,0,Male,Yes,1,Graduate,No,Urban,N
6594,4449.0,140,360,1,Female,No,3+,Graduate,Yes,Semiurban,Y
9516,4344.0,250,360,1,Female,No,0,Graduate,No,Rural,Y
8266,2193.0,145,180,1,Male,Yes,2,Graduate,No,Semiurban,Y
7428,0.0,294,360,1,Male,No,0,Graduate,No,Semiurban,Y
4210,0.0,89,360,1,Female,Yes,1,Graduate,No,Urban,Y
3610,4016.0,163,360,1,Female,Yes,0,Graduate,No,Urban,Y
5826,3687.0,220,480,1,Female,No,1,Graduate,No,Urban,Y
8345,1161.0,191,120,1,Male,No,0,Graduate,No,Semiurban,Y
2915,1749.0,123,360,1,Male,Yes,0,Not Graduate,Yes,Semiurban,Y
4970,0.0,305,360,1,Male,No,1,Graduate,No,Urban,Y
7221,3859.0,125,180,1,Male,No,1,Graduate,Yes,Urban,Y
10104,3166.0,214,360,1,Male,No,0,Graduate,No,Semiurban,Y
2593,1207.0,149,180,1,Male,Yes,2,Graduate,No,Rural,Y
5811,1423.0,150,240,1,Male,Yes,1,Not Graduate,No,Urban,Y
4842,2252.0,256,360,1,Male,Yes,0,Graduate,No,Urban,Y
6028,5790.0,138,240,1,Female,Yes,1,Graduate,No,Urban,Y
7436,4020.0,147,240,1,Male,Yes,0,Graduate,No,Semiurban,Y
3209,2936.0,111,360,1,Female,Yes,1,Graduate,No,Semiurban,Y
4143,0.0,226,360,0,Male,Yes,1,Graduate,Yes,Urban,N
4316,1892.0,117,360,1,Male,Yes,1,Graduate,No,Rural,Y
5202,0.0,297,360,1,Male,Yes,1,Graduate,No,Urban,Y
9265,0.0,259,360,1,Female,Yes,2,Graduate,No,Rural,Y
4019,0.0,193,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
4595,0.0,93,360,1,Male,No,0,Graduate,No,Urban,Y
3571,0.0,121,360,1,Female,Yes,0,Not Graduate,No,Semiurban,Y
5220,1514.0,277,120,1,Male,No,0,Graduate,No,Semiurban,Y
5410,0.0,122,360,0,Female,Yes,3+,Graduate,No,Urban,N
5576,0.0,132,360,0,Female,Yes,0,Graduate,No,Rural,N
14927,0.0,165,180,1,Female,No,1,Graduate,Yes,Urban,Y
8314,1989.0,186,360,1,Female,Yes,3+,Graduate,No,Urban,Y
5911,0.0,157,480,1,Male,Yes,1,Not Graduate,No,Rural,Y
7384,0.0,265,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
4754,3112.0,244,240,1,Male,Yes,2,Graduate,No,Urban,Y
13514,0.0,128,180,1,Female,Yes,1,Graduate,No,Semiurban,Y
8478,1586.0,142,180,1,Female,Yes,3+,Graduate,No,Urban,Y
7977,2129.0,165,360,1,Female,Yes,2,Not Graduate,No,Semiurban,Y
10256,0.0,215,360,1,Female,No,3+,Not Graduate,No,Rural,Y
11945,0.0,128,360,1,Male,No,2,Not Graduate,No,Urban,Y
4055,0.0,181,240,1,Male,Yes,0,Graduate,No,Urban,Y
9705,0.0,222,360,1,Male,Yes,1,Graduate,Yes,Urban,Y
7154,2275.0,139,360,1,Male,No,0,Graduate,No,Rural,Y
6731,0.0,248,360,1,Female,Yes,0,Not Graduate,No,Urban,Y
11251,1459.0,160,360,1,Male,Yes,1,Not Graduate,No,Urban,Y
4179,6230.0,194,180,0,Female,Yes,0,Graduate,No,Rural,Y
5951,0.0,218,360,1,Female,Yes,2,Graduate,Yes,Semiurban,Y
5636,3637.0,104,360,1,Female,Yes,0,Graduate,Yes,Rural,Y
7111,7289.0,194,360,0,Female,No,2,Not Graduate,No,Semiurban,N
7248,3799.0,150,360,1,Female,No,1,Graduate,No,Semiurban,Y
9530,0.0,134,360,1,Female,No,2,Graduate,No,Semiurban,Y
6164,3212.0,257,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
11679,3790.0,293,240,1,Female,No,1,Graduate,No,Urban,Y
7447,2478.0,226,360,1,Male,No,2,Not Graduate,No,Urban,Y
4027,0.0,119,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
4800,1118.0,74,360,1,Female,Yes,2,Graduate,No,Rural,Y
7966,0.0,198,360,1,Male,Yes,0,Graduate,Yes,Urban,Y
7236,5029.0,277,360,1,Male,No,2,Graduate,No,Rural,Y
7065,1888.0,154,360,1,Male,Yes,1,Graduate,No,Semiurban,Y
12481,2463.0,174,360,1,Male,No,1,Graduate,No,Urban,Y
9089,1740.0,303,360,1,Female,Yes,0,Not Graduate,No,Rural,Y
5158,0.0,286,360,1,Male,Yes,2,Not Graduate,No,Rural,Y
5700,0.0,173,360,1,Male,Yes,0,Graduate,No,Rural,Y
5052,2572.0,202,360,1,Female,Yes,0,Graduate,No,Semiurban,Y
4338,1739.0,167,360,1,Male,No,0,Graduate,No,Rural,Y
12894,3184.0,115,360,1,Male,Yes,2,Graduate,No,Urban,Y
7210,0.0,146,240,1,Male,No,0,Graduate,No,Urban,Y
3811,0.0,161,360,1,Male,No,0,Graduate,No,Urban,Y
11160,0.0,155,360,1,Male,Yes,0,Graduate,No,Urban,Y
4556,4847.0,116,360,1,Female,Yes,0,Not Graduate,Yes,Rural,Y
6681,2113.0,124,360,1,Male,No,0,Graduate,Yes,Semiurban,Y
6277,2880.0,109,360,1,Male,Yes,3+,Graduate,No,Semiurban,Y
3424,4179.0,237,360,1,Female,Yes,0,Not Graduate,No,Urban,Y
2962,4003.0,97,240,1,Male,Yes,2,Graduate,No,Rural,Y
8358,0.0,280,180,1,Male,Yes,0,Graduate,Yes,Urban,Y
9990,5287.0,177,120,1,Male,No,0,Not Graduate,Yes,Urban,Y
6857,0.0,83,360,1,Male,Yes,2,Not Graduate,No,Semiurban,Y
16808,2077.0,90,240,1,Male,No,0,Graduate,No,Semiurban,Y
4694,0.0,193,180,0,Female,Yes,0,Not Graduate,No,Semiurban,N
3161,2268.0,153,240,0,Male,Yes,0,Graduate,No,Rural,N
7303,0.0,78,360,1,Female,Yes,0,Not Graduate,No,Rural,Y
4139,1615.0,254,360,1,Female,Yes,0,Not Graduate,No,Rural,Y
5939,1298.0,154,360,1,Female,No,0,Not Graduate,No,Semiurban,Y
9173,0.0,133,360,1,Female,Yes,0,Graduate,Yes,Semiurban,Y
4906,2239.0,172,360,1,Male,No,2,Graduate,No,Semiurban,Y
5942,5994.0,150,180,1,Female,No,1,Graduate,No,Rural,Y
9779,0.0,110,120,1,Male,Yes,0,Not Graduate,No,Rural,Y
5637,1623.0,182,180,1,Male,Yes,2,Graduate,No,Semiurban,Y
7302,3141.0,145,240,0,Male,No,0,Graduate,No,Semiurban,Y
7687,3898.0,85,360,1,Female,No,1,Graduate,No,Urban,Y
5656,2507.0,181,360,1,Female,No,2,Graduate,Yes,Urban,Y
5727,2016.0,117,360,1,Male,No,2,Graduate,No,Urban,Y
6036,3015.0,215,360,0,Male,Yes,0,Not Graduate,No,Semiurban,N
4703,2279.0,159,240,1,Male,No,1,Graduate,No,Urban,Y
7150,0.0,159,240,0,Male,No,1,Graduate,No,Rural,N
4742,2994.0,104,360,1,Male,No,0,Graduate,No,Semiurban,Y
4980,0.0,197,180,1,Male,Yes,0,Graduate,No,Urban,Y
4165,1469.0,163,360,1,Female,No,0,Not Graduate,Yes,Urban,Y
10129,2439.0,195,360,1,Male,Yes,3+,Graduate,No,Urban,Y
3632,0.0,147,180,0,Male,Yes,2,Graduate,No,Urban,N
12625,0.0,101,360,1,Male,No,2,Not Graduate,No,Urban,Y
5803,0.0,237,360,1,Female,No,0,Graduate,No,Rural,Y
5167,0.0,226,360,1,Female,No,1,Graduate,Yes,Rural,Y
4168,0.0,126,360,1,Male,No,0,Not Graduate,No,Urban,Y
4316,2834.0,138,360,1,Female,No,2,Graduate,No,Urban,Y
4732,0.0,100,360,1,Male,Yes,0,Graduate,No,Urban,Y
19027,6012.0,100,240,0,Male,Yes,1,Not Graduate,No,Semiurban,N
4729,0.0,170,240,0,Male,Yes,1,Graduate,Yes,Rural,N
7380,2610.0,191,360,1,Female,Yes,0,Graduate,No,Urban,Y
5529,0.0,184,180,1,Female,No,0,Graduate,No,Urban,Y
13117,3993.0,195,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
6631,1814.0,277,180,1,Female,No,0,Graduate,No,Semiurban,Y
3833,2524.0,148,360,1,Female,No,0,Graduate,No,Urban,Y
5032,1559.0,242,180,1,Female,No,0,Graduate,No,Semiurban,Y
15452,4534.0,315,360,1,Male,No,1,Graduate,No,Urban,Y
8486,4581.0,99,360,1,Male,Yes,0,Graduate,No,Urban,Y
5966,1477.0,181,180,1,Male,Yes,0,Graduate,No,Urban,Y
4232,2238.0,156,360,1,Male,Yes,2,Graduate,No,Rural,Y
4397,2505.0,126,180,1,Female,Yes,0,Graduate,No,Rural,Y
4011,1082.0,138,360,1,Male,Yes,0,Graduate,No,Urban,Y
3356,3041.0,86,360,1,Male,No,0,Graduate,No,Rural,Y
8250,0.0,104,360,1,Female,Yes,1,Graduate,No,Rural,Y
7622,4583.0,194,240,1,Female,Yes,1,Not Graduate,No,Rural,Y
6423,2132.0,200,240,1,Male,No,2,Graduate,No,Semiurban,Y
10750,1111.0,159,360,0,Male,No,0,Not Graduate,No,Rural,N
8123,3736.0,208,180,1,Male,Yes,2,Graduate,No,Rural,Y
3558,3376.0,143,360,0,Male,Yes,0,Graduate,No,Semiurban,N
6070,0.0,145,240,0,Female,Yes,0,Not Graduate,No,Urban,N
8685,3531.0,142,360,0,Male,Yes,2,Graduate,No,Semiurban,Y
6093,2427.0,139,360,1,Male,No,0,Graduate,No,Semiurban,Y
6327,0.0,118,360,1,Male,No,0,Graduate,No,Rural,Y
3331,0.0,137,180,1,Female,No,2,Graduate,No,Semiurban,Y
4785,2912.0,217,360,1,Female,Yes,2,Graduate,No,Semiurban,Y
7405,0.0,234,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
5712,0.0,89,360,1,Male,Yes,0,Graduate,No,Urban,Y
3473,1167.0,239,360,1,Female,No,0,Not Graduate,No,Urban,Y
8628,4178.0,119,360,1,Male,Yes,1,Not Graduate,No,Urban,Y
5612,1536.0,142,360,1,Male,Yes,2,Graduate,No,Urban,Y
6288,3412.0,175,240,1,Male,Yes,2,Not Graduate,No,Urban,Y
3570,0.0,336,360,1,Male,Yes,2,Not Graduate,No,Urban,Y
3216,0.0,133,240,1,Male,Yes,2,Graduate,No,Urban,Y
6429,2768.0,252,360,1,Male,No,2,Graduate,No,Urban,Y
10144,0.0,116,360,0,Female,No,2,Graduate,Yes,Semiurban,N
